txn_id,user_id,txn_date,txn_year,txn_month,txn_type,txn_amount,revenue_percent,revenue
1073,52,2025-11-04,2025,11,CARD,1199.46,0.012,14.39352
1074,52,2025-10-13,2025,10,UPI,1719.95,0.005,8.59975
1075,52,2026-01-26,2026,1,CARD,1988.83,0.012,23.86596
1076,52,2025-10-20,2025,10,UPI,2309.75,0.005,11.54875
1077,52,2026-01-15,2026,1,CARD,473.54,0.012,5.68248
1078,52,2026-01-15,2026,1,CARD,2403.75,0.012,28.845
1079,52,2025-10-24,2025,10,UPI,3503.66,0.005,17.5183
1080,52,2026-01-22,2026,1,CARD,3807.9,0.012,45.6948
1081,52,2025-10-21,2025,10,UPI,2887.45,0.005,14.437249999999999
1082,52,2025-11-05,2025,11,CARD,4875.72,0.012,58.50864000000001
1083,52,2025-10-22,2025,10,UPI,2342.57,0.005,11.712850000000001
1084,52,2026-01-02,2026,1,CARD,1743.53,0.012,20.92236
1085,52,2025-11-27,2025,11,UPI,430.41,0.005,2.15205
1086,52,2025-10-24,2025,10,CARD,2031.11,0.012,24.37332
1087,52,2025-10-06,2025,10,UPI,4315.75,0.005,21.57875
1088,52,2025-11-14,2025,11,CARD,2320.98,0.012,27.851760000000002
1089,52,2026-01-22,2026,1,UPI,4598.89,0.005,22.99445
1090,52,2025-11-14,2025,11,UPI,4509.75,0.005,22.548750000000002
1091,52,2025-12-18,2025,12,CARD,1669.64,0.012,20.035680000000003
1092,53,2025-12-22,2025,12,UPI,1695.28,0.005,8.4764
1093,53,2025-12-11,2025,12,UPI,4294.44,0.005,21.472199999999997
1094,53,2025-10-03,2025,10,UPI,682.55,0.005,3.41275
1095,53,2025-11-25,2025,11,CARD,1416.36,0.012,16.99632
1096,53,2025-10-20,2025,10,UPI,4918.83,0.005,24.59415
1097,53,2025-10-13,2025,10,UPI,1735.68,0.005,8.6784
1098,53,2026-01-02,2026,1,UPI,2211.31,0.005,11.05655
1099,53,2025-10-27,2025,10,CARD,3518.68,0.012,42.22416
1100,53,2025-10-14,2025,10,UPI,3287.79,0.005,16.43895
1101,53,2025-10-05,2025,10,UPI,666.53,0.005,3.33265
1102,53,2026-01-11,2026,1,CARD,3091.53,0.012,37.09836000000001
1103,53,2025-11-13,2025,11,UPI,2163.93,0.005,10.81965
1104,53,2025-10-12,2025,10,UPI,2934.28,0.005,14.671400000000002
1105,53,2025-11-19,2025,11,CARD,4027.84,0.012,48.33408
1106,53,2025-11-06,2025,11,UPI,3931.04,0.005,19.6552
1107,54,2026-01-09,2026,1,UPI,169.42,0.005,0.8471
1108,54,2025-10-18,2025,10,CARD,1324.18,0.012,15.890160000000002
1109,54,2025-12-04,2025,12,UPI,2203.66,0.005,11.0183
1110,54,2025-12-25,2025,12,CARD,3891.11,0.012,46.69332
1111,54,2025-12-13,2025,12,UPI,2914.39,0.005,14.57195
1112,54,2025-12-12,2025,12,UPI,3081.62,0.005,15.4081
1113,54,2025-10-03,2025,10,UPI,2362.51,0.005,11.812550000000002
1114,54,2025-11-26,2025,11,UPI,2827.51,0.005,14.137550000000001
1115,54,2025-10-30,2025,10,CARD,3063.46,0.012,36.761520000000004
1116,54,2025-12-02,2025,12,UPI,1522.32,0.005,7.6116
1117,54,2025-10-20,2025,10,CARD,1738.73,0.012,20.86476
1118,54,2025-11-10,2025,11,UPI,4910.2,0.005,24.551
1119,54,2026-01-28,2026,1,CARD,1529.81,0.012,18.35772
1120,54,2026-01-03,2026,1,UPI,1953.29,0.005,9.76645
1121,54,2025-10-23,2025,10,CARD,3126.28,0.012,37.51536
1122,54,2025-10-27,2025,10,CARD,4745.92,0.012,56.95104
1123,54,2026-01-05,2026,1,UPI,3604.76,0.005,18.0238
1124,54,2025-10-10,2025,10,UPI,2023.59,0.005,10.11795
1125,54,2025-12-16,2025,12,UPI,1951.18,0.005,9.7559
1126,54,2026-01-22,2026,1,CARD,3988.93,0.012,47.86716
1127,54,2025-10-10,2025,10,UPI,1065.02,0.005,5.3251
1128,55,2025-10-19,2025,10,CARD,398.14,0.012,4.77768
1129,55,2025-10-02,2025,10,CARD,2584.87,0.012,31.01844
1130,55,2025-11-20,2025,11,CARD,954.46,0.012,11.453520000000001
1131,55,2026-01-04,2026,1,CARD,789.38,0.012,9.47256
1132,55,2025-11-08,2025,11,UPI,1076.61,0.005,5.38305
1133,55,2026-01-04,2026,1,CARD,1504.78,0.012,18.05736
1134,55,2025-12-21,2025,12,CARD,2507.75,0.012,30.093
1135,55,2025-11-08,2025,11,UPI,4679.07,0.005,23.39535
1136,55,2025-12-29,2025,12,CARD,2293.5,0.012,27.522000000000002
1137,55,2026-01-05,2026,1,CARD,2930.95,0.012,35.1714
1138,55,2025-12-01,2025,12,UPI,4329.46,0.005,21.6473
1139,55,2025-12-26,2025,12,UPI,2012.63,0.005,10.06315
1140,55,2026-01-14,2026,1,CARD,2736.72,0.012,32.84064
1141,55,2025-11-05,2025,11,CARD,1173.33,0.012,14.07996
1142,55,2026-01-03,2026,1,CARD,2388.49,0.012,28.661879999999996
1143,55,2026-01-08,2026,1,CARD,2627.74,0.012,31.53288
1144,55,2026-01-01,2026,1,UPI,3175.28,0.005,15.876400000000002
1145,55,2025-10-05,2025,10,CARD,106.44,0.012,1.27728
1146,55,2025-10-03,2025,10,CARD,4664.0,0.012,55.968
1147,56,2026-01-10,2026,1,UPI,510.69,0.005,2.55345
1148,56,2025-10-02,2025,10,UPI,4661.58,0.005,23.3079
1149,56,2025-12-11,2025,12,CARD,3921.33,0.012,47.05596
1150,56,2025-10-26,2025,10,UPI,317.83,0.005,1.58915
1151,56,2025-12-10,2025,12,UPI,2322.72,0.005,11.6136
1152,56,2025-12-02,2025,12,UPI,2294.89,0.005,11.47445
1153,56,2026-01-03,2026,1,UPI,2634.63,0.005,13.173150000000001
1154,56,2025-12-23,2025,12,CARD,485.85,0.012,5.8302000000000005
1155,56,2026-01-21,2026,1,UPI,1501.22,0.005,7.5061
1156,56,2025-12-29,2025,12,UPI,3431.2,0.005,17.156
1157,56,2025-12-09,2025,12,UPI,815.54,0.005,4.0777
1158,56,2025-12-30,2025,12,CARD,3670.67,0.012,44.04804
1159,56,2025-11-06,2025,11,UPI,4277.62,0.005,21.3881
1160,56,2025-12-12,2025,12,CARD,4184.2,0.012,50.2104
1161,56,2025-10-02,2025,10,CARD,1538.83,0.012,18.46596
1162,56,2025-12-05,2025,12,UPI,4444.2,0.005,22.221
1163,56,2025-10-31,2025,10,UPI,606.2,0.005,3.031
1164,57,2025-10-30,2025,10,CARD,4574.64,0.012,54.895680000000006
1165,57,2025-12-05,2025,12,UPI,3003.87,0.005,15.01935
1166,57,2025-10-06,2025,10,UPI,1711.57,0.005,8.55785
1167,57,2025-11-20,2025,11,UPI,3655.3,0.005,18.276500000000002
1168,57,2025-12-06,2025,12,UPI,4073.09,0.005,20.365450000000003
1169,57,2026-01-11,2026,1,CARD,1259.53,0.012,15.11436
1170,57,2025-10-30,2025,10,UPI,3152.95,0.005,15.76475
1171,57,2025-11-28,2025,11,UPI,669.08,0.005,3.3454
1172,57,2025-12-24,2025,12,CARD,3371.2,0.012,40.4544
1173,57,2025-11-30,2025,11,UPI,2044.86,0.005,10.2243
1174,57,2025-11-19,2025,11,UPI,1038.57,0.005,5.19285
1175,57,2026-01-17,2026,1,UPI,1585.6,0.005,7.928
1176,57,2025-10-01,2025,10,CARD,1097.38,0.012,13.168560000000001
1177,57,2025-12-30,2025,12,UPI,2704.89,0.005,13.52445
1178,57,2025-11-15,2025,11,UPI,2758.34,0.005,13.7917
1179,57,2026-01-14,2026,1,CARD,94.41,0.012,1.13292
1180,57,2025-10-04,2025,10,CARD,2904.3,0.012,34.851600000000005
1181,57,2025-12-15,2025,12,CARD,599.43,0.012,7.19316
1182,57,2025-11-24,2025,11,CARD,2253.56,0.012,27.04272
1183,57,2026-01-03,2026,1,UPI,3461.02,0.005,17.3051
1184,57,2026-01-17,2026,1,UPI,1523.66,0.005,7.6183000000000005
1185,57,2025-11-05,2025,11,CARD,4471.89,0.012,53.66268
1186,57,2026-01-08,2026,1,CARD,1260.11,0.012,15.121319999999999
1187,57,2025-12-27,2025,12,CARD,4198.16,0.012,50.377919999999996
1188,58,2025-11-08,2025,11,CARD,3521.38,0.012,42.25656
1189,58,2025-11-16,2025,11,UPI,3535.54,0.005,17.6777
1190,58,2025-10-02,2025,10,UPI,3611.32,0.005,18.0566
1191,58,2025-10-30,2025,10,CARD,471.76,0.012,5.66112
1192,58,2025-11-16,2025,11,CARD,4137.07,0.012,49.644839999999995
1193,58,2025-12-06,2025,12,UPI,4188.43,0.005,20.94215
1194,58,2026-01-07,2026,1,UPI,283.02,0.005,1.4151
1195,58,2025-10-03,2025,10,UPI,1239.32,0.005,6.1966
1196,58,2026-01-29,2026,1,CARD,4466.78,0.012,53.60136
1197,58,2026-01-19,2026,1,UPI,1406.36,0.005,7.0318
1198,59,2025-12-21,2025,12,UPI,1304.3,0.005,6.5215
1199,59,2025-12-24,2025,12,UPI,325.78,0.005,1.6288999999999998
1200,59,2025-12-26,2025,12,UPI,1942.54,0.005,9.7127
1201,59,2025-11-03,2025,11,CARD,2370.53,0.012,28.446360000000002
1202,59,2026-01-16,2026,1,CARD,3889.17,0.012,46.67004
1203,59,2025-12-22,2025,12,CARD,2648.46,0.012,31.78152
1204,59,2025-11-23,2025,11,CARD,3893.65,0.012,46.723800000000004
1205,59,2025-12-24,2025,12,UPI,4643.24,0.005,23.2162
1206,59,2025-12-16,2025,12,CARD,2156.18,0.012,25.87416
1207,59,2025-11-18,2025,11,UPI,1103.5,0.005,5.5175
1208,59,2026-01-03,2026,1,CARD,4511.73,0.012,54.14075999999999
1209,59,2025-12-13,2025,12,CARD,1578.52,0.012,18.94224
1210,59,2025-10-23,2025,10,UPI,1267.74,0.005,6.3387
1211,59,2025-10-26,2025,10,CARD,2517.28,0.012,30.20736
1212,59,2025-10-29,2025,10,UPI,359.55,0.005,1.7977500000000002
1213,59,2025-12-10,2025,12,CARD,1999.52,0.012,23.99424
1214,59,2026-01-18,2026,1,UPI,2553.38,0.005,12.766900000000001
1215,59,2025-11-26,2025,11,CARD,4192.89,0.012,50.31468
1216,59,2025-12-23,2025,12,CARD,868.59,0.012,10.42308
1217,59,2025-11-09,2025,11,UPI,3462.09,0.005,17.31045
1218,59,2025-10-14,2025,10,CARD,2810.99,0.012,33.73188
1219,59,2025-11-24,2025,11,CARD,304.97,0.012,3.6596400000000004
1220,59,2025-12-07,2025,12,UPI,3340.67,0.005,16.70335
1221,59,2025-12-29,2025,12,UPI,2265.81,0.005,11.32905
1222,59,2026-01-05,2026,1,CARD,2219.68,0.012,26.63616
1223,59,2026-01-15,2026,1,UPI,3620.53,0.005,18.10265
1224,59,2025-10-16,2025,10,CARD,1401.32,0.012,16.815839999999998
1225,59,2025-10-20,2025,10,CARD,3849.16,0.012,46.18992
1226,59,2025-10-10,2025,10,UPI,1522.95,0.005,7.614750000000001
1227,60,2025-12-21,2025,12,CARD,4283.22,0.012,51.39864000000001
1228,60,2025-12-12,2025,12,UPI,331.24,0.005,1.6562000000000001
1229,60,2025-10-09,2025,10,UPI,677.31,0.005,3.3865499999999997
1230,60,2025-10-09,2025,10,CARD,4813.56,0.012,57.76272000000001
1231,60,2025-12-18,2025,12,UPI,76.6,0.005,0.383
1232,60,2025-12-05,2025,12,CARD,1425.35,0.012,17.1042
1233,60,2025-10-10,2025,10,CARD,4550.74,0.012,54.60888
1234,60,2025-11-24,2025,11,UPI,4761.63,0.005,23.80815
1235,60,2025-11-19,2025,11,CARD,3891.65,0.012,46.6998
1236,60,2026-01-19,2026,1,UPI,3291.14,0.005,16.4557
1237,60,2025-10-20,2025,10,UPI,106.84,0.005,0.5342
1238,60,2026-01-11,2026,1,CARD,1493.99,0.012,17.927880000000002
1239,60,2025-12-27,2025,12,CARD,645.58,0.012,7.7469600000000005
1240,60,2026-01-16,2026,1,CARD,184.4,0.012,2.2128
1241,60,2026-01-16,2026,1,UPI,266.88,0.005,1.3344
1242,60,2025-12-27,2025,12,UPI,1118.44,0.005,5.5922
1243,60,2025-11-17,2025,11,UPI,2170.4,0.005,10.852
1244,60,2025-11-30,2025,11,UPI,2452.05,0.005,12.260250000000001
1245,60,2025-12-25,2025,12,CARD,3588.47,0.012,43.06164
1246,61,2025-10-23,2025,10,UPI,2919.53,0.005,14.597650000000002
1247,61,2025-11-08,2025,11,UPI,2497.65,0.005,12.48825
1248,61,2025-11-21,2025,11,UPI,194.84,0.005,0.9742000000000001
1249,61,2026-01-21,2026,1,UPI,2818.96,0.005,14.094800000000001
1250,61,2025-10-02,2025,10,UPI,3414.56,0.005,17.0728
1251,61,2025-11-03,2025,11,CARD,3852.95,0.012,46.2354
1252,61,2025-10-26,2025,10,UPI,682.77,0.005,3.41385
1253,61,2025-11-20,2025,11,CARD,2424.26,0.012,29.091120000000004
1254,61,2025-12-12,2025,12,UPI,3004.05,0.005,15.02025
1255,61,2025-11-11,2025,11,CARD,588.89,0.012,7.06668
1256,61,2025-12-08,2025,12,UPI,4563.97,0.005,22.819850000000002
1257,61,2025-11-25,2025,11,CARD,3849.95,0.012,46.1994
1258,61,2025-11-02,2025,11,CARD,3714.45,0.012,44.5734
1259,61,2025-11-22,2025,11,UPI,1940.63,0.005,9.70315
1260,61,2025-12-10,2025,12,CARD,2700.33,0.012,32.40396
1261,62,2025-10-07,2025,10,UPI,4001.03,0.005,20.00515
1262,62,2025-10-03,2025,10,UPI,1593.44,0.005,7.9672
1263,62,2025-10-18,2025,10,CARD,4810.35,0.012,57.7242
1264,62,2026-01-13,2026,1,UPI,474.73,0.005,2.37365
1265,62,2025-11-16,2025,11,UPI,535.62,0.005,2.6781
1266,62,2025-12-16,2025,12,UPI,965.35,0.005,4.8267500000000005
1267,62,2025-11-02,2025,11,UPI,4829.89,0.005,24.14945
1268,62,2025-11-25,2025,11,UPI,3960.96,0.005,19.8048
1269,62,2026-01-29,2026,1,CARD,4229.44,0.012,50.75328
1270,62,2026-01-29,2026,1,CARD,2812.15,0.012,33.7458
1271,62,2025-11-14,2025,11,UPI,439.7,0.005,2.1985
1272,62,2025-10-14,2025,10,UPI,4799.99,0.005,23.99995
1273,62,2025-10-14,2025,10,CARD,1336.07,0.012,16.03284
1274,62,2025-10-20,2025,10,CARD,4211.48,0.012,50.53776
1275,62,2025-12-27,2025,12,CARD,1931.2,0.012,23.174400000000002
1276,62,2025-12-18,2025,12,CARD,3052.32,0.012,36.627840000000006
1277,62,2025-12-11,2025,12,UPI,1548.95,0.005,7.744750000000001
1278,62,2025-11-03,2025,11,UPI,1781.72,0.005,8.9086
1279,62,2025-10-17,2025,10,CARD,3279.24,0.012,39.35088
1280,62,2025-12-03,2025,12,CARD,2692.67,0.012,32.31204
1281,62,2025-11-25,2025,11,CARD,3260.48,0.012,39.12576
1282,62,2026-01-21,2026,1,CARD,4831.6,0.012,57.979200000000006
1283,62,2025-10-23,2025,10,UPI,2856.92,0.005,14.284600000000001
1284,62,2025-11-06,2025,11,UPI,1774.65,0.005,8.87325
1285,62,2026-01-27,2026,1,CARD,1046.64,0.012,12.559680000000002
1286,62,2025-11-15,2025,11,UPI,748.79,0.005,3.74395
1287,62,2025-12-16,2025,12,CARD,4349.54,0.012,52.19448
1288,62,2025-10-08,2025,10,CARD,1744.88,0.012,20.938560000000003
1289,63,2026-01-06,2026,1,UPI,4168.6,0.005,20.843000000000004
1290,63,2025-12-05,2025,12,UPI,1349.8,0.005,6.749
1291,63,2025-10-16,2025,10,CARD,2148.33,0.012,25.77996
1292,63,2026-01-13,2026,1,UPI,2259.83,0.005,11.29915
1293,63,2025-11-28,2025,11,CARD,515.54,0.012,6.1864799999999995
1294,63,2025-10-17,2025,10,UPI,4313.83,0.005,21.56915
1295,63,2025-12-13,2025,12,UPI,1583.42,0.005,7.9171000000000005
1296,63,2025-11-23,2025,11,UPI,3946.37,0.005,19.73185
1297,63,2025-11-02,2025,11,UPI,386.73,0.005,1.93365
1298,63,2026-01-03,2026,1,UPI,3420.57,0.005,17.10285
1299,63,2025-12-18,2025,12,CARD,2264.45,0.012,27.173399999999997
1300,63,2026-01-01,2026,1,CARD,3445.21,0.012,41.34252
1301,64,2025-10-12,2025,10,UPI,2432.64,0.005,12.1632
1302,64,2025-10-12,2025,10,UPI,1982.4,0.005,9.912
1303,64,2025-11-15,2025,11,UPI,888.09,0.005,4.44045
1304,64,2025-11-24,2025,11,UPI,2139.15,0.005,10.69575
1305,64,2025-11-16,2025,11,UPI,361.5,0.005,1.8075
1306,64,2026-01-07,2026,1,CARD,2882.66,0.012,34.59192
1307,64,2025-12-24,2025,12,CARD,975.77,0.012,11.70924
1308,64,2026-01-16,2026,1,CARD,1973.46,0.012,23.681520000000003
1309,64,2025-12-27,2025,12,UPI,4258.62,0.005,21.2931
1310,64,2026-01-13,2026,1,UPI,1006.91,0.005,5.03455
1311,64,2026-01-11,2026,1,UPI,4968.11,0.005,24.84055
1312,64,2026-01-15,2026,1,CARD,3861.45,0.012,46.337399999999995
1313,64,2025-11-19,2025,11,CARD,4869.49,0.012,58.43388
1314,64,2026-01-21,2026,1,CARD,1974.91,0.012,23.69892
1315,64,2025-12-02,2025,12,UPI,4196.05,0.005,20.98025
1316,64,2026-01-22,2026,1,UPI,2334.57,0.005,11.67285
1317,64,2026-01-24,2026,1,UPI,1972.54,0.005,9.8627
1318,64,2025-10-02,2025,10,UPI,4461.44,0.005,22.307199999999998
1319,64,2025-12-17,2025,12,CARD,4799.38,0.012,57.592560000000006
1320,64,2025-12-31,2025,12,CARD,2234.53,0.012,26.814360000000004
1321,64,2025-10-10,2025,10,UPI,2656.7,0.005,13.2835
1322,64,2025-10-13,2025,10,UPI,297.22,0.005,1.4861000000000002
1323,65,2025-11-06,2025,11,UPI,3824.42,0.005,19.1221
1324,65,2025-11-10,2025,11,UPI,4791.3,0.005,23.956500000000002
1325,65,2026-01-28,2026,1,UPI,280.9,0.005,1.4044999999999999
1326,65,2025-12-07,2025,12,CARD,2921.88,0.012,35.062560000000005
1327,65,2025-12-07,2025,12,CARD,350.0,0.012,4.2
1328,65,2025-10-05,2025,10,UPI,2519.64,0.005,12.5982
1329,65,2025-11-06,2025,11,CARD,4237.24,0.012,50.84688
1330,65,2026-01-25,2026,1,CARD,4053.53,0.012,48.642360000000004
1331,65,2025-12-04,2025,12,UPI,3483.23,0.005,17.416150000000002
1332,65,2026-01-23,2026,1,UPI,3820.49,0.005,19.10245
1333,65,2025-12-30,2025,12,UPI,3816.46,0.005,19.0823
1334,65,2025-10-19,2025,10,UPI,2008.56,0.005,10.0428
1335,65,2025-10-08,2025,10,UPI,2463.22,0.005,12.316099999999999
1336,65,2025-11-04,2025,11,CARD,2709.4,0.012,32.5128
1337,65,2025-12-24,2025,12,UPI,1311.57,0.005,6.55785
1338,65,2025-10-07,2025,10,CARD,2675.98,0.012,32.111760000000004
1339,66,2026-01-06,2026,1,UPI,3389.09,0.005,16.94545
1340,66,2026-01-14,2026,1,UPI,4023.27,0.005,20.11635
1341,66,2026-01-18,2026,1,CARD,295.4,0.012,3.5448
1342,66,2026-01-02,2026,1,CARD,4405.24,0.012,52.86288
1343,66,2026-01-09,2026,1,CARD,2491.05,0.012,29.8926
1344,66,2026-01-10,2026,1,CARD,3485.75,0.012,41.829
1345,66,2026-01-22,2026,1,UPI,2261.94,0.005,11.309700000000001
1346,66,2025-10-21,2025,10,UPI,4635.31,0.005,23.176550000000002
1347,66,2025-10-07,2025,10,UPI,3548.91,0.005,17.74455
1348,66,2026-01-02,2026,1,UPI,4674.77,0.005,23.37385
1349,66,2025-11-09,2025,11,CARD,140.28,0.012,1.68336
1350,66,2025-12-15,2025,12,UPI,4776.86,0.005,23.8843
1351,66,2025-10-24,2025,10,CARD,437.62,0.012,5.2514400000000006
1352,66,2025-12-26,2025,12,CARD,4442.66,0.012,53.31192
1353,66,2025-11-16,2025,11,CARD,4320.34,0.012,51.844080000000005
1354,66,2025-10-04,2025,10,UPI,1785.7,0.005,8.9285
1355,66,2025-11-23,2025,11,CARD,3351.98,0.012,40.22376
1356,66,2025-11-15,2025,11,UPI,1094.34,0.005,5.471699999999999
1357,66,2025-10-16,2025,10,UPI,3196.15,0.005,15.98075
1358,66,2025-11-16,2025,11,UPI,4720.69,0.005,23.60345
1359,66,2025-10-08,2025,10,CARD,2978.75,0.012,35.745
1360,66,2026-01-28,2026,1,CARD,1410.15,0.012,16.9218
1361,66,2025-11-06,2025,11,CARD,2962.2,0.012,35.5464
1362,66,2025-12-23,2025,12,CARD,1015.4,0.012,12.1848
1363,66,2025-11-12,2025,11,CARD,3264.33,0.012,39.17196
1364,67,2026-01-27,2026,1,UPI,3247.73,0.005,16.23865
1365,67,2026-01-29,2026,1,UPI,4180.91,0.005,20.90455
1366,67,2025-11-01,2025,11,CARD,454.88,0.012,5.45856
1367,67,2026-01-16,2026,1,CARD,1325.82,0.012,15.909839999999999
1368,67,2025-12-13,2025,12,UPI,903.13,0.005,4.51565
1369,67,2026-01-17,2026,1,CARD,4415.09,0.012,52.981080000000006
1370,67,2025-12-15,2025,12,CARD,4176.19,0.012,50.114279999999994
1371,67,2025-12-17,2025,12,UPI,879.14,0.005,4.3957
1372,67,2026-01-18,2026,1,UPI,1670.04,0.005,8.3502
1373,67,2025-10-23,2025,10,CARD,2378.88,0.012,28.546560000000003
1374,67,2025-10-29,2025,10,CARD,1248.56,0.012,14.98272
1375,67,2025-10-27,2025,10,UPI,2981.29,0.005,14.90645
1376,67,2025-10-27,2025,10,UPI,4708.8,0.005,23.544
1377,67,2025-12-05,2025,12,CARD,4681.17,0.012,56.174040000000005
1378,67,2025-12-13,2025,12,UPI,3678.26,0.005,18.3913
1379,67,2025-10-17,2025,10,CARD,3025.01,0.012,36.30012000000001
1380,67,2026-01-22,2026,1,CARD,598.43,0.012,7.181159999999999
1381,67,2025-11-06,2025,11,UPI,2050.84,0.005,10.2542
1382,67,2025-10-11,2025,10,UPI,1005.13,0.005,5.02565
1383,67,2025-11-06,2025,11,CARD,2208.11,0.012,26.497320000000002
1384,67,2025-12-09,2025,12,UPI,2511.54,0.005,12.5577
1385,67,2025-10-21,2025,10,UPI,2822.71,0.005,14.11355
1386,67,2026-01-01,2026,1,CARD,4200.97,0.012,50.411640000000006
1387,67,2025-12-11,2025,12,CARD,1246.34,0.012,14.95608
1388,67,2025-11-14,2025,11,UPI,2117.47,0.005,10.587349999999999
1389,67,2025-10-25,2025,10,CARD,119.5,0.012,1.434
1390,67,2026-01-04,2026,1,UPI,222.57,0.005,1.11285
1391,68,2026-01-04,2026,1,CARD,2172.23,0.012,26.066760000000002
1392,68,2025-11-02,2025,11,CARD,3445.53,0.012,41.346360000000004
1393,68,2025-11-09,2025,11,CARD,3419.38,0.012,41.032560000000004
1394,68,2026-01-11,2026,1,CARD,626.38,0.012,7.51656
1395,68,2026-01-18,2026,1,UPI,338.66,0.005,1.6933000000000002
1396,68,2025-10-25,2025,10,UPI,4191.81,0.005,20.95905
1397,68,2025-10-30,2025,10,CARD,1528.61,0.012,18.34332
1398,68,2025-11-09,2025,11,CARD,4224.09,0.012,50.689080000000004
1399,68,2025-11-26,2025,11,CARD,4391.98,0.012,52.703759999999996
1400,68,2025-10-21,2025,10,CARD,4690.19,0.012,56.28227999999999
1401,68,2025-12-24,2025,12,UPI,2644.11,0.005,13.220550000000001
1402,68,2025-12-10,2025,12,CARD,2455.83,0.012,29.46996
1403,68,2025-12-28,2025,12,UPI,556.91,0.005,2.78455
1404,68,2025-12-04,2025,12,UPI,2450.89,0.005,12.25445
1405,69,2026-01-04,2026,1,CARD,4174.33,0.012,50.09196
1406,69,2025-12-06,2025,12,UPI,1944.17,0.005,9.72085
1407,69,2025-12-06,2025,12,UPI,1744.6,0.005,8.722999999999999
1408,69,2026-01-19,2026,1,UPI,251.23,0.005,1.2561499999999999
1409,69,2025-10-09,2025,10,CARD,4844.65,0.012,58.135799999999996
1410,69,2026-01-24,2026,1,CARD,3307.28,0.012,39.687360000000005
1411,69,2026-01-13,2026,1,CARD,4677.84,0.012,56.134080000000004
1412,69,2025-10-25,2025,10,CARD,3513.21,0.012,42.15852
1413,69,2025-10-25,2025,10,UPI,1208.39,0.005,6.041950000000001
1414,69,2025-12-23,2025,12,UPI,4816.42,0.005,24.0821
1415,69,2025-11-15,2025,11,CARD,2934.85,0.012,35.2182
1416,69,2025-10-02,2025,10,CARD,150.21,0.012,1.8025200000000001
1417,70,2025-11-25,2025,11,UPI,3200.72,0.005,16.0036
1418,70,2025-11-14,2025,11,UPI,4974.4,0.005,24.872
1419,70,2025-11-21,2025,11,UPI,512.45,0.005,2.56225
1420,70,2025-10-19,2025,10,UPI,4465.48,0.005,22.327399999999997
1421,70,2025-12-06,2025,12,CARD,2941.07,0.012,35.292840000000005
1422,70,2025-10-23,2025,10,UPI,2320.42,0.005,11.6021
1423,70,2025-10-28,2025,10,CARD,665.97,0.012,7.99164
1424,70,2025-10-31,2025,10,UPI,2551.32,0.005,12.7566
1425,70,2026-01-13,2026,1,UPI,1589.68,0.005,7.9484
1426,70,2025-11-16,2025,11,UPI,4573.51,0.005,22.86755
1427,70,2025-11-19,2025,11,CARD,2652.52,0.012,31.83024
1428,70,2025-11-24,2025,11,UPI,60.28,0.005,0.3014
1429,70,2025-12-17,2025,12,CARD,1990.18,0.012,23.882160000000002
1430,70,2025-10-17,2025,10,UPI,4981.3,0.005,24.9065
1431,70,2026-01-12,2026,1,CARD,4642.69,0.012,55.71228
1432,71,2026-01-21,2026,1,UPI,4937.84,0.005,24.6892
1433,71,2025-10-12,2025,10,UPI,3630.4,0.005,18.152
1434,71,2025-12-13,2025,12,UPI,4911.09,0.005,24.55545
1435,71,2026-01-01,2026,1,CARD,97.97,0.012,1.17564
1436,71,2025-10-22,2025,10,CARD,2769.16,0.012,33.22992
1437,71,2026-01-19,2026,1,UPI,2715.0,0.005,13.575000000000001
1438,71,2025-10-07,2025,10,UPI,3708.82,0.005,18.5441
1439,71,2025-10-03,2025,10,CARD,1222.38,0.012,14.668560000000001
1440,71,2025-10-17,2025,10,UPI,109.36,0.005,0.5468000000000001
1441,71,2025-12-25,2025,12,CARD,848.5,0.012,10.182
1442,71,2026-01-08,2026,1,UPI,3368.3,0.005,16.8415
1443,71,2025-11-14,2025,11,UPI,1873.73,0.005,9.36865
1444,71,2025-11-27,2025,11,UPI,2888.44,0.005,14.4422
1445,71,2026-01-26,2026,1,UPI,3571.96,0.005,17.8598
1446,71,2025-11-16,2025,11,UPI,574.51,0.005,2.87255
1447,72,2026-01-16,2026,1,UPI,1835.03,0.005,9.17515
1448,72,2025-12-26,2025,12,CARD,117.61,0.012,1.4113200000000001
1449,72,2025-11-22,2025,11,CARD,4773.18,0.012,57.27816000000001
1450,72,2025-10-20,2025,10,UPI,1562.57,0.005,7.81285
1451,72,2025-12-18,2025,12,CARD,2267.58,0.012,27.21096
1452,72,2026-01-28,2026,1,CARD,665.39,0.012,7.98468
1453,72,2026-01-11,2026,1,UPI,2652.49,0.005,13.26245
1454,72,2026-01-29,2026,1,CARD,3960.18,0.012,47.52216
1455,72,2025-10-28,2025,10,UPI,3710.21,0.005,18.55105
1456,72,2025-10-14,2025,10,UPI,3636.58,0.005,18.1829
1457,72,2025-10-17,2025,10,UPI,2864.42,0.005,14.3221
1458,72,2026-01-16,2026,1,CARD,4144.03,0.012,49.728359999999995
1459,72,2025-11-29,2025,11,UPI,1192.85,0.005,5.96425
1460,72,2025-11-23,2025,11,CARD,4356.05,0.012,52.272600000000004
1461,72,2026-01-15,2026,1,UPI,4073.07,0.005,20.365350000000003
1462,72,2025-10-01,2025,10,UPI,4526.16,0.005,22.6308
