txn_id,user_id,txn_date,txn_year,txn_month,txn_type,txn_amount,txn_status
969,47,2026-01-04,2026,1,CARD,967.87,SUCCESS
970,47,2025-12-10,2025,12,CARD,2793.03,SUCCESS
971,47,2026-01-20,2026,1,UPI,2234.94,SUCCESS
972,47,2025-11-04,2025,11,UPI,3453.25,SUCCESS
973,47,2025-10-01,2025,10,UPI,3265.02,SUCCESS
974,47,2025-12-27,2025,12,CARD,2529.11,FAILED
975,47,2025-11-07,2025,11,UPI,1174.07,SUCCESS
976,47,2025-10-17,2025,10,UPI,4290.28,SUCCESS
977,47,2025-12-22,2025,12,CARD,212.11,SUCCESS
978,47,2026-01-23,2026,1,CARD,4697.96,FAILED
979,47,2025-11-25,2025,11,UPI,1046.64,SUCCESS
980,47,2026-01-05,2026,1,CARD,4362.12,SUCCESS
981,47,2026-01-03,2026,1,CARD,1683.47,SUCCESS
982,47,2025-11-23,2025,11,CARD,1449.84,SUCCESS
983,47,2025-12-04,2025,12,UPI,4662.44,SUCCESS
984,47,2025-10-16,2025,10,CARD,1293.31,SUCCESS
985,47,2026-01-18,2026,1,CARD,341.63,SUCCESS
986,48,2025-11-15,2025,11,CARD,2574.83,SUCCESS
987,48,2025-12-30,2025,12,UPI,1809.83,SUCCESS
988,48,2026-01-03,2026,1,CARD,3252.8,FAILED
989,48,2026-01-02,2026,1,UPI,2151.27,SUCCESS
990,48,2025-10-20,2025,10,UPI,418.82,SUCCESS
991,48,2025-12-15,2025,12,UPI,4842.44,SUCCESS
992,48,2025-10-27,2025,10,CARD,3436.72,FAILED
993,48,2025-10-11,2025,10,CARD,2307.96,SUCCESS
994,48,2025-12-11,2025,12,UPI,3155.78,SUCCESS
995,48,2025-11-29,2025,11,UPI,4511.52,SUCCESS
996,48,2025-12-08,2025,12,UPI,4018.43,SUCCESS
997,48,2026-01-02,2026,1,UPI,1690.69,SUCCESS
998,48,2025-10-28,2025,10,CARD,3289.11,FAILED
999,48,2025-10-31,2025,10,CARD,4588.76,SUCCESS
1000,48,2025-11-21,2025,11,CARD,476.57,SUCCESS
1001,48,2026-01-02,2026,1,UPI,2974.9,SUCCESS
1002,49,2025-10-03,2025,10,CARD,2392.96,SUCCESS
1003,49,2026-01-18,2026,1,UPI,2780.62,SUCCESS
1004,49,2025-10-19,2025,10,UPI,393.38,SUCCESS
1005,49,2026-01-12,2026,1,CARD,2688.57,SUCCESS
1006,49,2025-12-26,2025,12,UPI,3712.29,FAILED
1007,49,2026-01-09,2026,1,UPI,4600.93,SUCCESS
1008,49,2026-01-05,2026,1,UPI,4472.93,SUCCESS
1009,49,2025-10-10,2025,10,CARD,2514.19,SUCCESS
1010,49,2025-11-29,2025,11,UPI,4370.3,SUCCESS
1011,49,2025-12-19,2025,12,CARD,4019.2,SUCCESS
1012,49,2025-10-26,2025,10,CARD,956.64,SUCCESS
1013,49,2026-01-13,2026,1,CARD,2866.35,SUCCESS
1014,49,2025-12-18,2025,12,CARD,4324.29,SUCCESS
1015,49,2025-12-11,2025,12,CARD,1108.14,SUCCESS
1016,49,2025-11-19,2025,11,CARD,829.25,SUCCESS
1017,50,2025-10-16,2025,10,UPI,1022.56,SUCCESS
1018,50,2025-12-24,2025,12,CARD,651.81,SUCCESS
1019,50,2025-11-02,2025,11,UPI,4820.47,SUCCESS
1020,50,2025-11-15,2025,11,CARD,4832.89,FAILED
1021,50,2026-01-13,2026,1,CARD,3312.66,SUCCESS
1022,50,2025-10-06,2025,10,UPI,2045.38,SUCCESS
1023,50,2025-12-13,2025,12,CARD,1215.53,SUCCESS
1024,50,2026-01-09,2026,1,UPI,2797.7,SUCCESS
1025,50,2026-01-25,2026,1,CARD,494.64,SUCCESS
1026,50,2025-12-26,2025,12,UPI,1727.1,FAILED
1027,50,2025-11-01,2025,11,UPI,259.99,SUCCESS
1028,50,2025-11-07,2025,11,CARD,1912.46,SUCCESS
1029,50,2025-10-05,2025,10,UPI,3709.09,SUCCESS
1030,50,2025-12-23,2025,12,CARD,935.78,SUCCESS
1031,50,2025-10-06,2025,10,CARD,3989.41,SUCCESS
1032,50,2025-10-18,2025,10,UPI,4263.7,SUCCESS
1033,50,2025-11-08,2025,11,UPI,1723.57,SUCCESS
1034,50,2026-01-21,2026,1,UPI,4142.14,SUCCESS
1035,50,2025-12-21,2025,12,UPI,4307.52,SUCCESS
1036,50,2025-12-01,2025,12,UPI,2346.4,SUCCESS
1037,50,2025-11-30,2025,11,CARD,4224.92,SUCCESS
1038,50,2025-12-24,2025,12,UPI,874.29,SUCCESS
1039,50,2025-11-03,2025,11,CARD,942.43,SUCCESS
1040,50,2025-12-01,2025,12,UPI,2651.72,SUCCESS
1041,50,2025-10-01,2025,10,CARD,2430.23,SUCCESS
1042,50,2025-12-18,2025,12,UPI,3278.72,SUCCESS
1043,50,2025-10-20,2025,10,UPI,4035.14,SUCCESS
1044,51,2026-01-28,2026,1,UPI,3147.07,SUCCESS
1045,51,2025-12-11,2025,12,UPI,4941.13,SUCCESS
1046,51,2025-10-15,2025,10,UPI,461.29,SUCCESS
1047,51,2026-01-25,2026,1,CARD,1114.44,SUCCESS
1048,51,2025-12-31,2025,12,UPI,1813.49,SUCCESS
1049,51,2026-01-24,2026,1,CARD,3928.35,FAILED
1050,51,2026-01-10,2026,1,UPI,2186.89,SUCCESS
1051,51,2025-11-22,2025,11,CARD,3047.85,SUCCESS
1052,51,2025-12-01,2025,12,UPI,2301.74,SUCCESS
1053,51,2025-10-18,2025,10,UPI,308.22,SUCCESS
1054,51,2025-12-29,2025,12,CARD,511.97,SUCCESS
1055,51,2026-01-26,2026,1,CARD,898.81,FAILED
1056,51,2025-11-02,2025,11,UPI,2444.92,SUCCESS
1057,51,2026-01-22,2026,1,CARD,3633.59,SUCCESS
1058,51,2026-01-20,2026,1,CARD,1155.85,SUCCESS
1059,51,2025-10-30,2025,10,CARD,4378.74,SUCCESS
1060,51,2025-12-07,2025,12,CARD,4297.41,SUCCESS
1061,51,2026-01-12,2026,1,CARD,4162.3,SUCCESS
1062,51,2026-01-12,2026,1,CARD,259.67,SUCCESS
1063,51,2025-11-06,2025,11,CARD,4904.76,SUCCESS
1064,51,2025-12-23,2025,12,UPI,2589.99,FAILED
1065,52,2025-11-01,2025,11,CARD,1766.31,FAILED
1066,52,2025-10-06,2025,10,UPI,3252.64,SUCCESS
1067,52,2025-11-07,2025,11,CARD,4878.28,SUCCESS
1068,52,2026-01-25,2026,1,UPI,3156.47,SUCCESS
1069,52,2025-10-30,2025,10,CARD,2187.5,FAILED
1070,52,2025-10-18,2025,10,CARD,420.96,SUCCESS
1071,52,2025-11-06,2025,11,CARD,3300.93,SUCCESS
1072,52,2025-10-25,2025,10,UPI,4614.14,SUCCESS
1073,52,2025-11-04,2025,11,CARD,1199.46,SUCCESS
1074,52,2025-10-13,2025,10,UPI,1719.95,SUCCESS
1075,52,2026-01-26,2026,1,CARD,1988.83,SUCCESS
1076,52,2025-10-20,2025,10,UPI,2309.75,SUCCESS
1077,52,2026-01-15,2026,1,CARD,473.54,SUCCESS
1078,52,2026-01-15,2026,1,CARD,2403.75,SUCCESS
1079,52,2025-10-24,2025,10,UPI,3503.66,SUCCESS
1080,52,2026-01-22,2026,1,CARD,3807.9,FAILED
1081,52,2025-10-21,2025,10,UPI,2887.45,FAILED
1082,52,2025-11-05,2025,11,CARD,4875.72,SUCCESS
1083,52,2025-10-22,2025,10,UPI,2342.57,SUCCESS
1084,52,2026-01-02,2026,1,CARD,1743.53,SUCCESS
1085,52,2025-11-27,2025,11,UPI,430.41,SUCCESS
1086,52,2025-10-24,2025,10,CARD,2031.11,SUCCESS
1087,52,2025-10-06,2025,10,UPI,4315.75,SUCCESS
1088,52,2025-11-14,2025,11,CARD,2320.98,SUCCESS
1089,52,2026-01-22,2026,1,UPI,4598.89,SUCCESS
1090,52,2025-11-14,2025,11,UPI,4509.75,SUCCESS
1091,52,2025-12-18,2025,12,CARD,1669.64,SUCCESS
1092,53,2025-12-22,2025,12,UPI,1695.28,SUCCESS
1093,53,2025-12-11,2025,12,UPI,4294.44,SUCCESS
1094,53,2025-10-03,2025,10,UPI,682.55,SUCCESS
1095,53,2025-11-25,2025,11,CARD,1416.36,SUCCESS
1096,53,2025-10-20,2025,10,UPI,4918.83,SUCCESS
1097,53,2025-10-13,2025,10,UPI,1735.68,SUCCESS
1098,53,2026-01-02,2026,1,UPI,2211.31,SUCCESS
1099,53,2025-10-27,2025,10,CARD,3518.68,SUCCESS
1100,53,2025-10-14,2025,10,UPI,3287.79,SUCCESS
1101,53,2025-10-05,2025,10,UPI,666.53,SUCCESS
1102,53,2026-01-11,2026,1,CARD,3091.53,SUCCESS
1103,53,2025-11-13,2025,11,UPI,2163.93,SUCCESS
1104,53,2025-10-12,2025,10,UPI,2934.28,SUCCESS
1105,53,2025-11-19,2025,11,CARD,4027.84,SUCCESS
1106,53,2025-11-06,2025,11,UPI,3931.04,SUCCESS
1107,54,2026-01-09,2026,1,UPI,169.42,SUCCESS
1108,54,2025-10-18,2025,10,CARD,1324.18,SUCCESS
1109,54,2025-12-04,2025,12,UPI,2203.66,SUCCESS
1110,54,2025-12-25,2025,12,CARD,3891.11,SUCCESS
1111,54,2025-12-13,2025,12,UPI,2914.39,SUCCESS
1112,54,2025-12-12,2025,12,UPI,3081.62,SUCCESS
1113,54,2025-10-03,2025,10,UPI,2362.51,SUCCESS
1114,54,2025-11-26,2025,11,UPI,2827.51,FAILED
1115,54,2025-10-30,2025,10,CARD,3063.46,FAILED
1116,54,2025-12-02,2025,12,UPI,1522.32,SUCCESS
1117,54,2025-10-20,2025,10,CARD,1738.73,FAILED
1118,54,2025-11-10,2025,11,UPI,4910.2,SUCCESS
1119,54,2026-01-28,2026,1,CARD,1529.81,FAILED
1120,54,2026-01-03,2026,1,UPI,1953.29,SUCCESS
1121,54,2025-10-23,2025,10,CARD,3126.28,SUCCESS
1122,54,2025-10-27,2025,10,CARD,4745.92,SUCCESS
1123,54,2026-01-05,2026,1,UPI,3604.76,SUCCESS
1124,54,2025-10-10,2025,10,UPI,2023.59,SUCCESS
1125,54,2025-12-16,2025,12,UPI,1951.18,SUCCESS
1126,54,2026-01-22,2026,1,CARD,3988.93,SUCCESS
1127,54,2025-10-10,2025,10,UPI,1065.02,SUCCESS
1128,55,2025-10-19,2025,10,CARD,398.14,SUCCESS
1129,55,2025-10-02,2025,10,CARD,2584.87,FAILED
1130,55,2025-11-20,2025,11,CARD,954.46,SUCCESS
1131,55,2026-01-04,2026,1,CARD,789.38,SUCCESS
1132,55,2025-11-08,2025,11,UPI,1076.61,SUCCESS
1133,55,2026-01-04,2026,1,CARD,1504.78,SUCCESS
1134,55,2025-12-21,2025,12,CARD,2507.75,FAILED
1135,55,2025-11-08,2025,11,UPI,4679.07,SUCCESS
1136,55,2025-12-29,2025,12,CARD,2293.5,SUCCESS
1137,55,2026-01-05,2026,1,CARD,2930.95,SUCCESS
1138,55,2025-12-01,2025,12,UPI,4329.46,SUCCESS
1139,55,2025-12-26,2025,12,UPI,2012.63,FAILED
1140,55,2026-01-14,2026,1,CARD,2736.72,SUCCESS
1141,55,2025-11-05,2025,11,CARD,1173.33,SUCCESS
1142,55,2026-01-03,2026,1,CARD,2388.49,SUCCESS
1143,55,2026-01-08,2026,1,CARD,2627.74,SUCCESS
1144,55,2026-01-01,2026,1,UPI,3175.28,SUCCESS
1145,55,2025-10-05,2025,10,CARD,106.44,SUCCESS
1146,55,2025-10-03,2025,10,CARD,4664.0,SUCCESS
1147,56,2026-01-10,2026,1,UPI,510.69,SUCCESS
1148,56,2025-10-02,2025,10,UPI,4661.58,SUCCESS
1149,56,2025-12-11,2025,12,CARD,3921.33,SUCCESS
1150,56,2025-10-26,2025,10,UPI,317.83,SUCCESS
1151,56,2025-12-10,2025,12,UPI,2322.72,SUCCESS
1152,56,2025-12-02,2025,12,UPI,2294.89,FAILED
1153,56,2026-01-03,2026,1,UPI,2634.63,SUCCESS
1154,56,2025-12-23,2025,12,CARD,485.85,SUCCESS
1155,56,2026-01-21,2026,1,UPI,1501.22,SUCCESS
1156,56,2025-12-29,2025,12,UPI,3431.2,FAILED
1157,56,2025-12-09,2025,12,UPI,815.54,SUCCESS
1158,56,2025-12-30,2025,12,CARD,3670.67,SUCCESS
1159,56,2025-11-06,2025,11,UPI,4277.62,SUCCESS
1160,56,2025-12-12,2025,12,CARD,4184.2,SUCCESS
1161,56,2025-10-02,2025,10,CARD,1538.83,SUCCESS
1162,56,2025-12-05,2025,12,UPI,4444.2,SUCCESS
1163,56,2025-10-31,2025,10,UPI,606.2,SUCCESS
1164,57,2025-10-30,2025,10,CARD,4574.64,SUCCESS
1165,57,2025-12-05,2025,12,UPI,3003.87,SUCCESS
1166,57,2025-10-06,2025,10,UPI,1711.57,SUCCESS
1167,57,2025-11-20,2025,11,UPI,3655.3,SUCCESS
1168,57,2025-12-06,2025,12,UPI,4073.09,SUCCESS
1169,57,2026-01-11,2026,1,CARD,1259.53,SUCCESS
1170,57,2025-10-30,2025,10,UPI,3152.95,SUCCESS
1171,57,2025-11-28,2025,11,UPI,669.08,FAILED
1172,57,2025-12-24,2025,12,CARD,3371.2,SUCCESS
1173,57,2025-11-30,2025,11,UPI,2044.86,SUCCESS
1174,57,2025-11-19,2025,11,UPI,1038.57,SUCCESS
1175,57,2026-01-17,2026,1,UPI,1585.6,SUCCESS
1176,57,2025-10-01,2025,10,CARD,1097.38,SUCCESS
1177,57,2025-12-30,2025,12,UPI,2704.89,SUCCESS
1178,57,2025-11-15,2025,11,UPI,2758.34,SUCCESS
1179,57,2026-01-14,2026,1,CARD,94.41,SUCCESS
1180,57,2025-10-04,2025,10,CARD,2904.3,SUCCESS
1181,57,2025-12-15,2025,12,CARD,599.43,SUCCESS
1182,57,2025-11-24,2025,11,CARD,2253.56,SUCCESS
1183,57,2026-01-03,2026,1,UPI,3461.02,SUCCESS
1184,57,2026-01-17,2026,1,UPI,1523.66,SUCCESS
1185,57,2025-11-05,2025,11,CARD,4471.89,SUCCESS
1186,57,2026-01-08,2026,1,CARD,1260.11,SUCCESS
1187,57,2025-12-27,2025,12,CARD,4198.16,SUCCESS
1188,58,2025-11-08,2025,11,CARD,3521.38,SUCCESS
1189,58,2025-11-16,2025,11,UPI,3535.54,SUCCESS
1190,58,2025-10-02,2025,10,UPI,3611.32,SUCCESS
1191,58,2025-10-30,2025,10,CARD,471.76,SUCCESS
1192,58,2025-11-16,2025,11,CARD,4137.07,SUCCESS
1193,58,2025-12-06,2025,12,UPI,4188.43,SUCCESS
1194,58,2026-01-07,2026,1,UPI,283.02,SUCCESS
1195,58,2025-10-03,2025,10,UPI,1239.32,SUCCESS
1196,58,2026-01-29,2026,1,CARD,4466.78,SUCCESS
1197,58,2026-01-19,2026,1,UPI,1406.36,SUCCESS
1198,59,2025-12-21,2025,12,UPI,1304.3,SUCCESS
1199,59,2025-12-24,2025,12,UPI,325.78,SUCCESS
1200,59,2025-12-26,2025,12,UPI,1942.54,SUCCESS
1201,59,2025-11-03,2025,11,CARD,2370.53,SUCCESS
1202,59,2026-01-16,2026,1,CARD,3889.17,SUCCESS
1203,59,2025-12-22,2025,12,CARD,2648.46,SUCCESS
1204,59,2025-11-23,2025,11,CARD,3893.65,FAILED
1205,59,2025-12-24,2025,12,UPI,4643.24,FAILED
1206,59,2025-12-16,2025,12,CARD,2156.18,SUCCESS
1207,59,2025-11-18,2025,11,UPI,1103.5,SUCCESS
1208,59,2026-01-03,2026,1,CARD,4511.73,SUCCESS
1209,59,2025-12-13,2025,12,CARD,1578.52,SUCCESS
1210,59,2025-10-23,2025,10,UPI,1267.74,SUCCESS
1211,59,2025-10-26,2025,10,CARD,2517.28,SUCCESS
1212,59,2025-10-29,2025,10,UPI,359.55,SUCCESS
1213,59,2025-12-10,2025,12,CARD,1999.52,SUCCESS
1214,59,2026-01-18,2026,1,UPI,2553.38,SUCCESS
1215,59,2025-11-26,2025,11,CARD,4192.89,SUCCESS
1216,59,2025-12-23,2025,12,CARD,868.59,SUCCESS
1217,59,2025-11-09,2025,11,UPI,3462.09,SUCCESS
1218,59,2025-10-14,2025,10,CARD,2810.99,SUCCESS
1219,59,2025-11-24,2025,11,CARD,304.97,SUCCESS
1220,59,2025-12-07,2025,12,UPI,3340.67,SUCCESS
1221,59,2025-12-29,2025,12,UPI,2265.81,SUCCESS
1222,59,2026-01-05,2026,1,CARD,2219.68,SUCCESS
1223,59,2026-01-15,2026,1,UPI,3620.53,SUCCESS
1224,59,2025-10-16,2025,10,CARD,1401.32,SUCCESS
1225,59,2025-10-20,2025,10,CARD,3849.16,SUCCESS
1226,59,2025-10-10,2025,10,UPI,1522.95,SUCCESS
1227,60,2025-12-21,2025,12,CARD,4283.22,SUCCESS
1228,60,2025-12-12,2025,12,UPI,331.24,SUCCESS
1229,60,2025-10-09,2025,10,UPI,677.31,SUCCESS
1230,60,2025-10-09,2025,10,CARD,4813.56,SUCCESS
1231,60,2025-12-18,2025,12,UPI,76.6,SUCCESS
1232,60,2025-12-05,2025,12,CARD,1425.35,SUCCESS
1233,60,2025-10-10,2025,10,CARD,4550.74,SUCCESS
1234,60,2025-11-24,2025,11,UPI,4761.63,SUCCESS
1235,60,2025-11-19,2025,11,CARD,3891.65,SUCCESS
1236,60,2026-01-19,2026,1,UPI,3291.14,SUCCESS
1237,60,2025-10-20,2025,10,UPI,106.84,SUCCESS
1238,60,2026-01-11,2026,1,CARD,1493.99,SUCCESS
1239,60,2025-12-27,2025,12,CARD,645.58,SUCCESS
1240,60,2026-01-16,2026,1,CARD,184.4,SUCCESS
1241,60,2026-01-16,2026,1,UPI,266.88,SUCCESS
1242,60,2025-12-27,2025,12,UPI,1118.44,SUCCESS
1243,60,2025-11-17,2025,11,UPI,2170.4,FAILED
1244,60,2025-11-30,2025,11,UPI,2452.05,SUCCESS
1245,60,2025-12-25,2025,12,CARD,3588.47,SUCCESS
1246,61,2025-10-23,2025,10,UPI,2919.53,SUCCESS
1247,61,2025-11-08,2025,11,UPI,2497.65,SUCCESS
1248,61,2025-11-21,2025,11,UPI,194.84,SUCCESS
1249,61,2026-01-21,2026,1,UPI,2818.96,SUCCESS
1250,61,2025-10-02,2025,10,UPI,3414.56,SUCCESS
1251,61,2025-11-03,2025,11,CARD,3852.95,SUCCESS
1252,61,2025-10-26,2025,10,UPI,682.77,SUCCESS
1253,61,2025-11-20,2025,11,CARD,2424.26,SUCCESS
1254,61,2025-12-12,2025,12,UPI,3004.05,FAILED
1255,61,2025-11-11,2025,11,CARD,588.89,FAILED
1256,61,2025-12-08,2025,12,UPI,4563.97,FAILED
1257,61,2025-11-25,2025,11,CARD,3849.95,SUCCESS
1258,61,2025-11-02,2025,11,CARD,3714.45,SUCCESS
1259,61,2025-11-22,2025,11,UPI,1940.63,FAILED
1260,61,2025-12-10,2025,12,CARD,2700.33,SUCCESS
1261,62,2025-10-07,2025,10,UPI,4001.03,SUCCESS
1262,62,2025-10-03,2025,10,UPI,1593.44,SUCCESS
1263,62,2025-10-18,2025,10,CARD,4810.35,SUCCESS
1264,62,2026-01-13,2026,1,UPI,474.73,FAILED
1265,62,2025-11-16,2025,11,UPI,535.62,SUCCESS
1266,62,2025-12-16,2025,12,UPI,965.35,SUCCESS
1267,62,2025-11-02,2025,11,UPI,4829.89,SUCCESS
1268,62,2025-11-25,2025,11,UPI,3960.96,SUCCESS
1269,62,2026-01-29,2026,1,CARD,4229.44,SUCCESS
1270,62,2026-01-29,2026,1,CARD,2812.15,SUCCESS
1271,62,2025-11-14,2025,11,UPI,439.7,SUCCESS
1272,62,2025-10-14,2025,10,UPI,4799.99,SUCCESS
1273,62,2025-10-14,2025,10,CARD,1336.07,SUCCESS
1274,62,2025-10-20,2025,10,CARD,4211.48,FAILED
1275,62,2025-12-27,2025,12,CARD,1931.2,SUCCESS
1276,62,2025-12-18,2025,12,CARD,3052.32,SUCCESS
1277,62,2025-12-11,2025,12,UPI,1548.95,SUCCESS
1278,62,2025-11-03,2025,11,UPI,1781.72,SUCCESS
1279,62,2025-10-17,2025,10,CARD,3279.24,SUCCESS
1280,62,2025-12-03,2025,12,CARD,2692.67,SUCCESS
1281,62,2025-11-25,2025,11,CARD,3260.48,SUCCESS
1282,62,2026-01-21,2026,1,CARD,4831.6,SUCCESS
1283,62,2025-10-23,2025,10,UPI,2856.92,SUCCESS
1284,62,2025-11-06,2025,11,UPI,1774.65,SUCCESS
1285,62,2026-01-27,2026,1,CARD,1046.64,SUCCESS
1286,62,2025-11-15,2025,11,UPI,748.79,SUCCESS
1287,62,2025-12-16,2025,12,CARD,4349.54,SUCCESS
1288,62,2025-10-08,2025,10,CARD,1744.88,SUCCESS
1289,63,2026-01-06,2026,1,UPI,4168.6,SUCCESS
1290,63,2025-12-05,2025,12,UPI,1349.8,SUCCESS
1291,63,2025-10-16,2025,10,CARD,2148.33,SUCCESS
1292,63,2026-01-13,2026,1,UPI,2259.83,SUCCESS
1293,63,2025-11-28,2025,11,CARD,515.54,SUCCESS
1294,63,2025-10-17,2025,10,UPI,4313.83,SUCCESS
1295,63,2025-12-13,2025,12,UPI,1583.42,FAILED
1296,63,2025-11-23,2025,11,UPI,3946.37,SUCCESS
1297,63,2025-11-02,2025,11,UPI,386.73,FAILED
1298,63,2026-01-03,2026,1,UPI,3420.57,FAILED
1299,63,2025-12-18,2025,12,CARD,2264.45,SUCCESS
1300,63,2026-01-01,2026,1,CARD,3445.21,SUCCESS
1301,64,2025-10-12,2025,10,UPI,2432.64,SUCCESS
1302,64,2025-10-12,2025,10,UPI,1982.4,FAILED
1303,64,2025-11-15,2025,11,UPI,888.09,SUCCESS
1304,64,2025-11-24,2025,11,UPI,2139.15,SUCCESS
1305,64,2025-11-16,2025,11,UPI,361.5,FAILED
1306,64,2026-01-07,2026,1,CARD,2882.66,SUCCESS
1307,64,2025-12-24,2025,12,CARD,975.77,SUCCESS
1308,64,2026-01-16,2026,1,CARD,1973.46,SUCCESS
1309,64,2025-12-27,2025,12,UPI,4258.62,SUCCESS
1310,64,2026-01-13,2026,1,UPI,1006.91,SUCCESS
1311,64,2026-01-11,2026,1,UPI,4968.11,SUCCESS
1312,64,2026-01-15,2026,1,CARD,3861.45,SUCCESS
1313,64,2025-11-19,2025,11,CARD,4869.49,SUCCESS
1314,64,2026-01-21,2026,1,CARD,1974.91,SUCCESS
1315,64,2025-12-02,2025,12,UPI,4196.05,SUCCESS
1316,64,2026-01-22,2026,1,UPI,2334.57,SUCCESS
1317,64,2026-01-24,2026,1,UPI,1972.54,SUCCESS
1318,64,2025-10-02,2025,10,UPI,4461.44,SUCCESS
1319,64,2025-12-17,2025,12,CARD,4799.38,FAILED
1320,64,2025-12-31,2025,12,CARD,2234.53,SUCCESS
1321,64,2025-10-10,2025,10,UPI,2656.7,SUCCESS
1322,64,2025-10-13,2025,10,UPI,297.22,SUCCESS
1323,65,2025-11-06,2025,11,UPI,3824.42,FAILED
1324,65,2025-11-10,2025,11,UPI,4791.3,SUCCESS
1325,65,2026-01-28,2026,1,UPI,280.9,SUCCESS
1326,65,2025-12-07,2025,12,CARD,2921.88,SUCCESS
1327,65,2025-12-07,2025,12,CARD,350.0,SUCCESS
1328,65,2025-10-05,2025,10,UPI,2519.64,SUCCESS
1329,65,2025-11-06,2025,11,CARD,4237.24,SUCCESS
1330,65,2026-01-25,2026,1,CARD,4053.53,SUCCESS
1331,65,2025-12-04,2025,12,UPI,3483.23,SUCCESS
1332,65,2026-01-23,2026,1,UPI,3820.49,SUCCESS
1333,65,2025-12-30,2025,12,UPI,3816.46,SUCCESS
1334,65,2025-10-19,2025,10,UPI,2008.56,SUCCESS
1335,65,2025-10-08,2025,10,UPI,2463.22,SUCCESS
1336,65,2025-11-04,2025,11,CARD,2709.4,SUCCESS
1337,65,2025-12-24,2025,12,UPI,1311.57,SUCCESS
1338,65,2025-10-07,2025,10,CARD,2675.98,SUCCESS
1339,66,2026-01-06,2026,1,UPI,3389.09,SUCCESS
1340,66,2026-01-14,2026,1,UPI,4023.27,SUCCESS
1341,66,2026-01-18,2026,1,CARD,295.4,SUCCESS
1342,66,2026-01-02,2026,1,CARD,4405.24,FAILED
1343,66,2026-01-09,2026,1,CARD,2491.05,SUCCESS
1344,66,2026-01-10,2026,1,CARD,3485.75,SUCCESS
1345,66,2026-01-22,2026,1,UPI,2261.94,SUCCESS
1346,66,2025-10-21,2025,10,UPI,4635.31,SUCCESS
1347,66,2025-10-07,2025,10,UPI,3548.91,SUCCESS
1348,66,2026-01-02,2026,1,UPI,4674.77,SUCCESS
1349,66,2025-11-09,2025,11,CARD,140.28,SUCCESS
1350,66,2025-12-15,2025,12,UPI,4776.86,SUCCESS
1351,66,2025-10-24,2025,10,CARD,437.62,SUCCESS
1352,66,2025-12-26,2025,12,CARD,4442.66,SUCCESS
1353,66,2025-11-16,2025,11,CARD,4320.34,FAILED
1354,66,2025-10-04,2025,10,UPI,1785.7,SUCCESS
1355,66,2025-11-23,2025,11,CARD,3351.98,SUCCESS
1356,66,2025-11-15,2025,11,UPI,1094.34,SUCCESS
1357,66,2025-10-16,2025,10,UPI,3196.15,SUCCESS
1358,66,2025-11-16,2025,11,UPI,4720.69,FAILED
1359,66,2025-10-08,2025,10,CARD,2978.75,SUCCESS
1360,66,2026-01-28,2026,1,CARD,1410.15,SUCCESS
1361,66,2025-11-06,2025,11,CARD,2962.2,FAILED
1362,66,2025-12-23,2025,12,CARD,1015.4,SUCCESS
1363,66,2025-11-12,2025,11,CARD,3264.33,SUCCESS
1364,67,2026-01-27,2026,1,UPI,3247.73,SUCCESS
1365,67,2026-01-29,2026,1,UPI,4180.91,SUCCESS
1366,67,2025-11-01,2025,11,CARD,454.88,SUCCESS
1367,67,2026-01-16,2026,1,CARD,1325.82,SUCCESS
1368,67,2025-12-13,2025,12,UPI,903.13,SUCCESS
1369,67,2026-01-17,2026,1,CARD,4415.09,SUCCESS
1370,67,2025-12-15,2025,12,CARD,4176.19,SUCCESS
1371,67,2025-12-17,2025,12,UPI,879.14,SUCCESS
1372,67,2026-01-18,2026,1,UPI,1670.04,SUCCESS
1373,67,2025-10-23,2025,10,CARD,2378.88,SUCCESS
1374,67,2025-10-29,2025,10,CARD,1248.56,SUCCESS
1375,67,2025-10-27,2025,10,UPI,2981.29,SUCCESS
1376,67,2025-10-27,2025,10,UPI,4708.8,FAILED
1377,67,2025-12-05,2025,12,CARD,4681.17,SUCCESS
1378,67,2025-12-13,2025,12,UPI,3678.26,SUCCESS
1379,67,2025-10-17,2025,10,CARD,3025.01,SUCCESS
1380,67,2026-01-22,2026,1,CARD,598.43,SUCCESS
1381,67,2025-11-06,2025,11,UPI,2050.84,FAILED
1382,67,2025-10-11,2025,10,UPI,1005.13,SUCCESS
1383,67,2025-11-06,2025,11,CARD,2208.11,SUCCESS
1384,67,2025-12-09,2025,12,UPI,2511.54,SUCCESS
1385,67,2025-10-21,2025,10,UPI,2822.71,SUCCESS
1386,67,2026-01-01,2026,1,CARD,4200.97,SUCCESS
1387,67,2025-12-11,2025,12,CARD,1246.34,SUCCESS
1388,67,2025-11-14,2025,11,UPI,2117.47,SUCCESS
1389,67,2025-10-25,2025,10,CARD,119.5,SUCCESS
1390,67,2026-01-04,2026,1,UPI,222.57,SUCCESS
1391,68,2026-01-04,2026,1,CARD,2172.23,SUCCESS
1392,68,2025-11-02,2025,11,CARD,3445.53,SUCCESS
1393,68,2025-11-09,2025,11,CARD,3419.38,SUCCESS
1394,68,2026-01-11,2026,1,CARD,626.38,FAILED
1395,68,2026-01-18,2026,1,UPI,338.66,SUCCESS
1396,68,2025-10-25,2025,10,UPI,4191.81,SUCCESS
1397,68,2025-10-30,2025,10,CARD,1528.61,SUCCESS
